"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","deposit"
38,"management","married","unknown","no",3576,"no","no","cellular",26,"may",579,1,999,0,"unknown","yes"
64,"retired","married","secondary","no",466,"yes","no","cellular",18,"oct",526,1,999,0,"unknown","yes"
61,"management","married","tertiary","no",997,"no","no","cellular",22,"jun",269,1,104,1,"success","yes"
33,"self-employed","married","tertiary","no",1278,"no","no","cellular",6,"oct",649,1,999,0,"unknown","yes"
64,"retired","married","secondary","no",4787,"no","no","cellular",28,"apr",392,1,182,1,"success","yes"
21,"student","single","primary","no",423,"no","no","cellular",8,"apr",104,5,999,0,"unknown","yes"
47,"management","married","secondary","no",2892,"no","no","unknown",17,"jun",556,1,999,0,"unknown","yes"
42,"unemployed","married","unknown","no",970,"yes","no","telephone",21,"jul",691,10,999,0,"unknown","yes"
49,"management","married","tertiary","no",2881,"no","no","cellular",2,"mar",120,3,999,0,"unknown","yes"
53,"management","married","tertiary","no",3591,"yes","no","cellular",5,"aug",306,2,181,2,"other","yes"
30,"management","single","tertiary","no",4889,"no","no","cellular",11,"aug",545,2,999,0,"unknown","yes"
31,"blue-collar","married","primary","no",33,"yes","no","cellular",24,"jul",901,2,999,0,"unknown","yes"
30,"housemaid","single","tertiary","no",19,"no","no","cellular",4,"aug",139,1,92,5,"success","yes"
28,"management","single","tertiary","yes",1414,"yes","no","cellular",8,"jul",294,1,521,1,"failure","yes"
29,"technician","single","secondary","no",316,"yes","no","cellular",3,"mar",156,1,999,0,"unknown","yes"
44,"blue-collar","married","secondary","no",1697,"yes","no","unknown",4,"jul",150,2,999,0,"unknown","yes"
32,"self-employed","single","tertiary","no",46,"yes","no","cellular",14,"jun",485,2,999,0,"unknown","yes"
35,"admin.","married","secondary","no",404,"yes","no","unknown",29,"may",539,1,999,0,"unknown","yes"
51,"admin.","married","secondary","no",949,"no","no","cellular",5,"aug",1092,1,999,0,"unknown","yes"
41,"housemaid","married","secondary","no",879,"no","no","unknown",5,"jun",1053,2,999,0,"unknown","yes"
30,"student","single","secondary","no",48,"no","no","cellular",18,"aug",161,1,173,1,"failure","yes"
31,"blue-collar","married","secondary","no",2,"yes","no","unknown",20,"may",182,2,999,0,"unknown","yes"
57,"retired","married","primary","no",3518,"yes","no","cellular",25,"aug",626,3,999,0,"unknown","yes"
21,"blue-collar","single","secondary","no",2265,"no","no","cellular",17,"feb",92,2,999,0,"unknown","yes"
41,"admin.","married","primary","no",-306,"yes","no","unknown",15,"may",500,1,999,0,"unknown","yes"
39,"self-employed","married","tertiary","no",-3058,"yes","yes","cellular",17,"apr",882,3,999,0,"unknown","yes"
46,"technician","married","unknown","no",3308,"no","no","cellular",28,"jul",219,2,999,0,"unknown","yes"
38,"technician","single","tertiary","no",508,"yes","yes","cellular",12,"aug",1103,2,999,0,"unknown","yes"
63,"management","married","tertiary","no",2785,"no","no","cellular",2,"aug",341,2,392,3,"success","yes"
39,"entrepreneur","married","secondary","no",2139,"yes","no","cellular",15,"may",576,4,371,1,"failure","yes"
33,"admin.","single","tertiary","no",235,"yes","no","cellular",18,"may",525,1,999,0,"unknown","yes"
30,"management","single","tertiary","no",12857,"yes","no","cellular",6,"nov",150,1,999,0,"unknown","yes"
28,"services","single","secondary","no",340,"yes","no","cellular",24,"jul",821,2,999,0,"unknown","yes"
36,"management","married","tertiary","no",925,"no","no","cellular",14,"dec",321,3,189,4,"success","yes"
57,"retired","married","primary","no",9367,"no","no","cellular",14,"may",700,4,92,7,"success","yes"
46,"management","married","tertiary","no",0,"no","no","cellular",3,"mar",305,13,999,0,"unknown","yes"
59,"retired","married","primary","no",1634,"yes","yes","cellular",5,"aug",836,1,999,0,"unknown","yes"
54,"technician","married","unknown","no",240,"yes","no","cellular",29,"oct",142,1,999,0,"unknown","yes"
49,"blue-collar","married","primary","no",-157,"yes","no","cellular",7,"jul",491,3,999,0,"unknown","yes"
47,"management","married","tertiary","no",3505,"no","no","cellular",17,"nov",434,2,999,0,"unknown","yes"
46,"admin.","married","secondary","no",-522,"yes","no","cellular",27,"mar",243,3,239,13,"other","yes"
53,"technician","divorced","primary","no",1443,"yes","no","unknown",14,"may",476,1,999,0,"unknown","yes"
43,"admin.","married","secondary","no",132,"no","no","cellular",27,"may",187,2,71,1,"success","yes"
34,"admin.","married","secondary","no",247,"no","no","cellular",8,"oct",401,2,999,0,"unknown","yes"
26,"management","single","tertiary","no",1004,"yes","no","unknown",30,"may",228,2,999,0,"unknown","yes"
50,"management","married","tertiary","no",253,"no","no","cellular",28,"may",513,9,999,0,"unknown","yes"
30,"management","married","tertiary","no",7,"yes","no","cellular",28,"aug",173,1,164,4,"other","yes"
31,"technician","single","secondary","no",846,"no","no","cellular",26,"may",405,3,205,2,"failure","yes"
24,"management","single","tertiary","no",2845,"no","no","cellular",30,"apr",779,2,999,0,"unknown","yes"
24,"services","married","secondary","no",4500,"yes","no","cellular",11,"may",733,2,999,0,"unknown","yes"
33,"admin.","single","tertiary","no",7608,"no","no","cellular",30,"mar",238,4,999,0,"unknown","yes"
47,"technician","married","secondary","no",1219,"no","no","cellular",18,"aug",697,4,999,0,"unknown","yes"
57,"retired","married","tertiary","no",0,"yes","yes","unknown",28,"may",648,1,999,0,"unknown","yes"
59,"retired","married","primary","no",1115,"no","no","unknown",19,"jun",834,1,999,0,"unknown","yes"
40,"self-employed","married","secondary","yes",-754,"yes","yes","unknown",3,"jun",941,3,999,0,"unknown","yes"
34,"management","married","tertiary","no",1006,"yes","no","cellular",19,"nov",783,3,195,2,"other","yes"
37,"management","married","tertiary","no",5106,"no","no","cellular",30,"apr",244,1,999,0,"unknown","yes"
31,"blue-collar","married","secondary","no",754,"yes","no","unknown",19,"may",1022,4,999,0,"unknown","yes"
32,"management","married","tertiary","no",3387,"yes","no","cellular",15,"may",1111,5,999,0,"unknown","yes"
33,"services","single","secondary","no",133,"no","no","cellular",14,"jan",305,2,274,1,"success","yes"
39,"management","married","secondary","no",11835,"yes","no","cellular",11,"aug",744,2,999,0,"unknown","yes"
32,"management","single","tertiary","no",2974,"yes","no","cellular",24,"apr",227,1,4,1,"failure","yes"
30,"self-employed","single","tertiary","no",916,"no","no","cellular",29,"mar",92,2,90,2,"success","yes"
30,"services","divorced","secondary","no",436,"yes","no","cellular",17,"jun",1720,1,999,0,"unknown","yes"
46,"technician","married","secondary","no",2149,"yes","no","cellular",15,"apr",282,2,999,0,"unknown","yes"
39,"blue-collar","single","secondary","no",649,"yes","no","cellular",15,"apr",668,1,999,0,"unknown","yes"
43,"admin.","single","secondary","no",-247,"yes","yes","cellular",2,"feb",751,2,76,4,"failure","yes"
55,"management","married","primary","no",113,"no","no","cellular",12,"aug",306,1,457,3,"failure","yes"
34,"technician","married","secondary","no",0,"yes","no","cellular",5,"aug",231,2,2,3,"success","yes"
57,"retired","married","secondary","no",1841,"no","no","telephone",5,"jun",302,1,999,0,"unknown","yes"
41,"blue-collar","married","primary","no",2453,"yes","no","unknown",15,"may",1052,1,999,0,"unknown","yes"
25,"services","single","tertiary","no",12,"no","no","cellular",12,"jun",126,6,999,0,"unknown","yes"
32,"blue-collar","single","primary","no",12198,"yes","no","cellular",18,"may",178,1,999,0,"unknown","yes"
32,"blue-collar","married","secondary","no",759,"yes","no","cellular",9,"apr",317,5,999,0,"unknown","yes"
36,"technician","single","secondary","no",12264,"no","no","cellular",12,"apr",158,2,999,0,"unknown","yes"
48,"housemaid","single","primary","no",46,"no","no","cellular",3,"aug",113,2,180,1,"failure","yes"
29,"technician","single","tertiary","no",0,"yes","no","cellular",7,"may",347,2,337,6,"failure","yes"
31,"services","single","secondary","no",181,"no","no","cellular",12,"aug",182,1,104,1,"success","yes"
39,"services","married","secondary","no",323,"no","no","cellular",9,"jun",874,2,188,6,"failure","yes"
41,"unemployed","single","primary","no",216,"no","no","cellular",5,"jun",577,3,999,0,"unknown","yes"
55,"retired","married","secondary","no",1504,"yes","yes","cellular",17,"nov",761,1,999,0,"unknown","yes"
39,"management","married","tertiary","no",937,"no","no","cellular",16,"apr",144,4,999,0,"unknown","yes"
23,"student","single","secondary","no",107,"no","no","cellular",14,"oct",84,1,183,1,"success","yes"
53,"management","married","secondary","no",2693,"no","no","cellular",5,"mar",90,1,104,1,"failure","yes"
35,"admin.","divorced","secondary","no",437,"yes","no","unknown",4,"jun",908,1,999,0,"unknown","yes"
27,"technician","single","tertiary","no",11862,"no","no","cellular",25,"nov",285,2,97,7,"success","yes"
32,"technician","single","secondary","no",483,"no","no","cellular",8,"aug",580,3,999,0,"unknown","yes"
25,"student","single","tertiary","no",326,"no","no","cellular",26,"may",390,1,999,0,"unknown","yes"
32,"management","married","tertiary","no",2465,"yes","yes","cellular",7,"may",923,1,999,0,"unknown","yes"
29,"management","single","tertiary","no",2955,"no","no","cellular",29,"apr",226,2,999,0,"unknown","yes"
52,"services","married","secondary","no",992,"yes","no","cellular",27,"oct",424,1,515,1,"failure","yes"
26,"blue-collar","single","tertiary","no",644,"no","no","cellular",2,"dec",346,1,999,0,"unknown","yes"
47,"management","married","tertiary","no",288,"no","no","cellular",1,"oct",101,1,999,0,"unknown","yes"
32,"management","single","tertiary","no",819,"yes","no","cellular",20,"apr",114,2,999,0,"unknown","yes"
47,"blue-collar","married","secondary","no",3715,"no","no","cellular",12,"feb",171,2,182,4,"other","yes"
30,"admin.","single","secondary","no",315,"yes","no","cellular",14,"may",884,3,346,4,"failure","yes"
25,"technician","single","secondary","no",1199,"no","no","cellular",1,"jun",287,1,999,0,"unknown","yes"
37,"management","married","tertiary","no",6771,"no","no","cellular",5,"mar",319,1,999,0,"unknown","yes"
40,"management","married","tertiary","no",9366,"no","no","cellular",11,"nov",69,3,999,0,"unknown","yes"
49,"services","married","secondary","no",7019,"yes","no","cellular",2,"jun",263,1,368,3,"failure","yes"
55,"retired","divorced","secondary","no",2204,"no","no","cellular",22,"feb",261,1,264,1,"failure","yes"
25,"student","single","secondary","no",8,"no","no","cellular",22,"apr",107,2,999,0,"unknown","yes"
43,"blue-collar","married","secondary","no",699,"yes","yes","cellular",20,"nov",1258,2,122,2,"other","yes"
33,"services","divorced","secondary","no",44,"no","yes","cellular",23,"jul",529,1,999,0,"unknown","yes"
30,"entrepreneur","single","primary","no",0,"yes","yes","unknown",27,"may",1051,1,999,0,"unknown","yes"
48,"entrepreneur","single","tertiary","no",318,"yes","no","cellular",5,"feb",1017,4,999,0,"unknown","yes"
28,"admin.","single","secondary","no",157,"no","no","cellular",27,"may",155,3,999,0,"unknown","yes"
35,"management","single","tertiary","no",18111,"no","no","cellular",14,"aug",172,4,999,0,"unknown","yes"
53,"blue-collar","married","primary","no",5603,"no","no","cellular",28,"aug",2372,6,999,0,"unknown","yes"
43,"management","married","tertiary","no",149,"yes","no","unknown",23,"jun",662,2,999,0,"unknown","yes"
60,"blue-collar","divorced","secondary","no",0,"yes","no","unknown",29,"may",1207,1,999,0,"unknown","yes"
59,"blue-collar","divorced","primary","no",989,"no","no","cellular",20,"jul",125,2,999,0,"unknown","yes"
35,"management","divorced","tertiary","no",3837,"yes","no","unknown",8,"may",1084,1,999,0,"unknown","yes"
28,"blue-collar","single","secondary","no",-46,"yes","no","cellular",1,"jun",154,2,91,12,"success","yes"
55,"technician","married","tertiary","no",1320,"no","no","cellular",28,"apr",387,2,999,0,"unknown","yes"
29,"student","single","tertiary","no",163,"no","no","cellular",3,"aug",249,1,999,0,"unknown","yes"
40,"blue-collar","married","secondary","no",1515,"yes","no","cellular",10,"aug",503,1,999,0,"unknown","yes"
33,"management","single","tertiary","no",1781,"no","no","cellular",8,"oct",611,2,183,1,"success","yes"
31,"technician","married","tertiary","no",3382,"no","no","cellular",30,"apr",739,1,999,0,"unknown","yes"
36,"management","married","tertiary","no",254,"no","no","cellular",3,"feb",303,2,999,0,"unknown","yes"
76,"management","married","unknown","no",1780,"yes","no","telephone",23,"apr",413,3,999,0,"unknown","yes"
51,"technician","married","secondary","no",196,"yes","yes","cellular",17,"feb",88,1,999,0,"unknown","yes"
57,"retired","married","secondary","no",5313,"no","no","cellular",3,"jun",200,1,999,0,"unknown","yes"
37,"services","married","secondary","no",466,"yes","yes","cellular",25,"may",377,1,999,0,"unknown","yes"
58,"retired","married","primary","no",4158,"no","no","cellular",13,"aug",455,2,999,0,"unknown","yes"
42,"management","single","tertiary","no",0,"yes","yes","unknown",5,"may",562,2,999,0,"unknown","yes"
34,"admin.","married","tertiary","no",899,"yes","no","unknown",12,"nov",114,1,170,3,"failure","yes"
29,"management","single","tertiary","no",3041,"yes","no","cellular",8,"may",606,3,999,0,"unknown","yes"
30,"services","married","secondary","no",517,"no","no","cellular",11,"dec",141,2,999,0,"unknown","yes"
46,"management","married","secondary","no",0,"no","no","cellular",18,"nov",1855,1,999,0,"unknown","yes"
23,"student","single","secondary","no",794,"no","no","cellular",26,"jul",607,3,171,3,"other","yes"
55,"housemaid","married","unknown","no",366,"no","no","cellular",5,"jun",365,3,57,2,"other","yes"
47,"blue-collar","married","secondary","no",820,"no","no","cellular",19,"oct",98,1,999,0,"unknown","yes"
73,"retired","divorced","primary","no",5028,"no","no","cellular",4,"dec",696,10,999,0,"unknown","yes"
53,"services","divorced","secondary","no",0,"no","no","cellular",12,"mar",80,2,999,0,"unknown","yes"
53,"technician","married","secondary","no",195,"yes","no","cellular",19,"may",472,1,90,6,"success","yes"
27,"student","single","secondary","no",538,"no","no","cellular",4,"jun",124,2,999,0,"unknown","yes"
72,"retired","married","primary","no",4657,"no","no","cellular",22,"dec",305,3,309,5,"success","yes"
60,"admin.","married","tertiary","no",1614,"no","no","cellular",20,"aug",921,6,999,0,"unknown","yes"
63,"admin.","divorced","secondary","no",4680,"no","no","cellular",15,"sep",953,2,999,0,"unknown","yes"
33,"services","divorced","secondary","no",1117,"no","no","cellular",2,"jun",417,1,999,0,"unknown","yes"
54,"blue-collar","married","secondary","no",1636,"no","no","telephone",20,"jul",1008,2,999,0,"unknown","yes"
77,"retired","married","secondary","no",4112,"no","no","telephone",29,"jul",426,1,184,3,"success","yes"
60,"admin.","married","secondary","no",106,"no","no","cellular",24,"feb",137,1,187,4,"success","yes"
27,"technician","single","secondary","no",1742,"yes","no","unknown",16,"may",787,1,999,0,"unknown","yes"
36,"unemployed","married","tertiary","no",154,"no","no","cellular",26,"aug",556,7,999,0,"unknown","yes"
39,"admin.","divorced","secondary","no",19,"yes","no","cellular",2,"jul",503,2,147,5,"success","yes"
25,"student","single","unknown","no",1003,"no","no","cellular",12,"aug",361,1,999,0,"unknown","yes"
47,"blue-collar","married","secondary","no",1125,"yes","no","cellular",29,"jan",1101,1,999,0,"unknown","yes"
37,"admin.","married","secondary","no",1967,"no","no","telephone",27,"oct",376,1,999,0,"unknown","yes"
71,"retired","married","tertiary","no",3561,"no","no","telephone",15,"mar",577,7,999,0,"unknown","yes"
31,"housemaid","single","primary","no",26965,"no","no","cellular",21,"apr",654,2,999,0,"unknown","yes"
30,"management","married","tertiary","no",4328,"no","no","cellular",30,"apr",262,3,189,11,"other","yes"
